,claim,label
28587,Account of a 10-year-old boy's death explains dry drowning and its symptoms.,2
1806,"On Ebola's front line, doctor finds grief and inspiration.",0
14408,"Over the last 30 years, extreme poverty has been cut in half.",0
9985,Diet drug Qnexa: Don’t get too carried away by new study,0
8787,U.S. approves 6 flu vaccines for next season.,0
8139,Syria confirms first coronavirus case as fears grow it could spread.,0
21276,"Current projections indicate that Medicare will go bankrupt by 2017, while Social Security will bottom out by 2037.",2
13884,We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.,1
26335,"Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",1
4110,Health Dept: Plague case reported in a Quay County ranch dog.,0
10956,First-in-Canada Implant of Novel Sensor Device for Heart Failure Patients,1
15600,"""Ron Fournier Says Mike Huckabee appeared in diabetes infomercials to endorse """"cures and treatments that no health agency supports.""",0
18340,Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,1
5550,India’s worst-hit state for encephalitis turning a tide.,0
7321,ACLU files 1st coronavirus curfew lawsuit in Puerto Rico.,0
5859,Oklahoma suffers largest syphilis outbreak in recent history.,0
33231,Cups of instant noodles pose a deadly danger to consumers due to the cups' wax linings.,1
9951,"Debate over cognitive, traditional mental health therapy",0
11201,New Data Establishes Image Guided Treatment Option for Prostate Cancer as an Alternative to Surgery by Reducing Recovery Times and Lower Side Effects,1
21976,I did not say that I would not have them [Muslims] in my Cabinet.,1
13470,"""Patrick Murphy Says """"Marco Rubio would take away a woman’s right to choose for victims of rape or incest.""",0
7877,"Exclusive: UK's worst case coronavirus toll is 50,000 dead but UK is not on course for that - source.",0
4016,Lamont seeks to end religious exemption to vaccinations.,0
10131,Anti-obesity surgery for youths triples,2
1585,"Heads up: intact skull sheds light on big, long-necked dinosaurs.",0
10086,Study finds tree nut consumption may lower risk of cardiovascular disease,2
3583,Hearing on medical pot for ailing pets delayed in New Mexico.,0
35054,"""A photograph posted on social media in March 2020 shows an authentic image of U.S. President Donald Trump's speech notes with the word """"Corona"""" scratched out and replaced in handwriting by """"Chinese.""",0
14068,The presence of gorillas calls into question the concept of evolution.,1
35275,A chart accurately shows the effectiveness of wearing face masks during the COVID-19 pandemic. ,1
10364,"Calcium Scan Can Predict Premature Death Risk, Study Says Noninvasive look at arteries may benefit people without obvious heart symptoms",1
8521,Some Spaniards head back to work in face masks as country loosens lockdown.,0
10613,Pediatric sickle cell study stopped early due to positive results,1
4509,Houses passes Alzheimer’s Bill backed by Maine senator.,0
37195, A forwarded email with an open letter to President Barack Obama from author Lou Pritchett.  In it Pritchett lists many of the unanswered questions about the President’s background which raises concerns. ,0
10112,New Way to Treat Inoperable Lung Cancer,2
27242,"In 45 states, doctors and medical students are legally allowed to practice pelvic exams on patients who are under anesthesia without being granted explicit consent to do so.",0
10539,Statins May Provide Treatment Alternative for Chronic Liver Disease,2
5245,Smoking ban at Philly-funded drug programs starts next week.,0
22567,"""Oregon Health Plan rations """"covered procedures under certain circumstances""",2
306,Germany's Opel town shows struggle for Europe to plug in electric cars.,0
11554,Acupuncture May Help Ease Hot Flashes Tied to Prostate Cancer Treatment,2
9618,A ‘Polypill’ May Be the Next Big Preventive Fix,1
4455,"Sydney Brenner, who helped decipher genetic code, dies at 92.",0
17927,An average of seven children in America are killed by guns every day.,2
41542,"Asylum seekers in the UK can choose whether they want a flat, house, hostel or bed and breakfast.",1
5594,"Abortion clinic seeks court order, new license to stay open.",0
3052,Century-old TB vaccine may work better if given in a new way.,0
7954,"U.S. soldier infected as South Korea coronavirus cases rise above 1,260.",0
11469,Johns Hopkins Scientists Advance a Novel Urine Test to Predict High-Risk Cervical Cancer,0
25873,"M.J. Hegar Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",0
36840," Juanita Broaddrick, a volunteer in Bill Clinton’s first gubernatorial campaign, has accused Bill Clinton of raping her in a Little Rock hotel room in 1978. ",3
2285,"Fitness fundamentals still challenge Americans, poll finds.",0
7223,Romania maternity hospital hit  by superbug to reopen.,0
26429,"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is “basically on par, a little bit up, from the population numbers,” meaning that “we don’t see that disparity as much here.”",2
6566,"Denver, northern Colorado fall short on US clean air rules.",0
35136,"""The White House sent out text messages in mid-March 2020 informing people that a """"mandatory quarantine"""" in U.S. would start within 48 hours. """,1
5443,Lawsuit: Negligence caused Legionnaires’ outbreak at hotel.,0
7435,Economists project billion-dollar Michigan budget shortfalls.,0
299,China draws up tighter rules on human gene and embryo trials: Xinhua.,0
3691,"Wisconsin Legislature to consider tax cuts, water in 2020.",0
6015,"6 years after Nebraska TD, boy with cancer takes the field.",0
26839,"“When Fidel Castro came into office, you know what he did? He had a massive literacy program.”",0
35517,"A July 2020 letter purportedly sent by the Ohio State Bar Association (OSBA) was accurate in stating that any retailer or manufacturer — including those operating from homes — could be sued for selling or creating COVID-19 protective face masks that were not medically approved, defective, or without proper labeling.",1
22168,One of three patients hospitalized (is) harmed by the care they receive.,0
35473,Residents of various U.S. states have received unsolicited mailings of seeds sent from China with malicious intent.,2
28593,Memorial Day began with a May 1865 ceremony held by former slaves to honor Union war dead. ,2
21289,Michele Bachmann Says Rick Perry co-chaired Al Gore’s campaign for president.,2
16425,"""Greg Abbott """"has campaigned with a sexual predator who has bragged about having sex with underage girls.""",2
33730,Missionary is protected from murderous attackers by the miraculous appearance of 26 armed guards.,1
26244,"Hidden in the CARES Act was an obscure $135 billion tax break for 43,000 millionaires.",0
7196,NY Senate win gives Democrats a lock on Albany. So now what?.,0
26121,"“Cops in Norway: require 3 years of training, 4 people killed since 2002. Cops in Finland: require 2 years of training, 7 people killed since 2000. Cops in Iceland: require 2 years of training, 1 person killed since ever. Cops in the U.S.: require 21 weeks of training, 8,000+ people killed since 2001.”",2
41638,£1.8 billion of money announced for the NHS over the next five years isn’t all new money.,1
10779,What “clinically proven” means for a beauty product,0
11237,Study Weakens Case for Preventive Mastectomy,0
5965,‘Thrones’ actress Emilia Clarke says she’s had 2 aneurysms.,0
7461,"Seattle, King Co. urges people to wear masks in most areas .",0
3124,Port of Olympia settles lawsuit over storm water for $1.3M.,0
12139,"""Jeff Sessions Says President Barack Obama’s policy known as DACA """"contributed to a surge of minors at the southern border.""",1
30616,"While in college, Attorney General Jeff Sessions was in a rock band whose lyrics and album titles championed the use of marijuana.",1
18556,Lee Leffingwell Says 90 percent of Americans and 74 percent of National Rifle Association members support background checks of gun purchasers.,0
9631,Doctors test new device for uterine fibroids,0
7492,"UN: Possible to eradicate malaria, but probably not soon.",0
37520,"""Los Angeles police have instituted a policy of conducting """"spot checks"""" and ticketing motorists for non-essential travel.""",3
23585,There are currently delays of up to six months in the processing of DNA evidence at the state run crime lab.,2
8184,"Poland to receive protective gear, tests from China to fight coronavirus.",0
33395,Actress Jamie Lee Curtis acknowledged in an interview that she was born with both male and female sex organs.,1
27570,"""Prolonged sexual arousal in men without an ejaculation can cause pain, a condition colloquially referred to as """"blue balls"""".""",0
4337,Alaska officials fear tuberculosis spread at religious event.,0
10384,Sugar Cane Cholesterol Treatment Faulted,0
11000,Probiotics May Help Soothe The Stomach,2
40312," A worker at a candy factory in Africa accidentally exposed a batch of chocolate to Ebola, and it was later shipped to America. ",1
9880,Berries May Ward Off Parkinson’s Disease,1
5466,Maine adding 50 new public health nurses.,0
7102,Tunisia: 12 infants die of hospital-acquired infection.,0
7806,Swimmers beware: water at some U.S. beaches may make you sick.,0
35347,"The CDC readjusted the COVID-19 death toll from 60,000 down to 37,000.",1
10292,Eat your blueberries! They may cut risk of diabetes and high blood pressure,1
18064,"Mike Collins Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",0
36900," John Ashe, a former diplomat and president of the United Nations General Assembly from Antigua, died in June 2016, days before he was to testify in a corruption case against a Hillary Clinton donor. ",2
10035,Prostate drug shows promise in early testing,1
21409,"An amazing 5,400 jobs were lost in the first 12 months of the (smoking) ban’s implementation in Ohio’s hospitality industry alone.",1
26696,The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”,1
7467,"Whistleblower: US still lacks virus plan, Americans at risk.",0
17605,"""The town of Cumberland has """"its highest bond rating in history.""",0
30870,A young girl disconnected her grandfather's life support in order to charge her mobile phone.,1
6981,"Taillon, Bettis face off after bonding over cancer battles.",0
9925,Taking cholesterol medication before aneurysm repair improves outcomes,1
5732,Judge dismisses lawsuit over release of vaccination data.,0
485,Vaping increases the risk of lung disease by a third: U.S. study.,0
10304,Pancreatic Chemo Comparison Finds No Survival Boost,0
7983,Pet cat tests positive for coronavirus in Hong Kong.,0
11577,Weekly Non-invasive Brain Stimulation Provides Long-Term Relief of Post-Stroke Pain,2
34165,"During Halloween 2019, an Australian mother and registered nurse offered chickenpox-infected lollipops for sale in an anti-vaccine Facebook group. ",3
11209,"Sleeptime Head-Cooling Cap Eases Insomnia, Study Finds",0
22710,"""William G. Batchelder Says a """"Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.""",1
17610,Obamacare is going to increase the divorce rate.,1
2508,Thinking differently: Autism finds space in the workplace.,0
33353,Barack and Michelle Obama surrendered their law licenses to avoid pending disciplinary actions.,1
7501,Africa readies for new virus as cases confirmed on continent.,0
13398,"""Mike Pence Says Hillary Clinton and Tim Kaine """"want to expand (Obamacare) into a single-payer program.""",1
8981,Stem Cells Shows Promise For Repairing Torn Meniscus,1
8295,Switzerland's Roche joins global race to make coronavirus antibody tests.,0
9706,"Light therapy effective for treating depression, not just winter blues",0
17861,"""Only """"four countries in the world… allow abortions after 20 weeks"""" of pregnancy.""",2
35223,"""Johns Hopkins University published this """"excellent summary"""" on avoiding COVID-19.""",1
14346,Most funding for tuberculosis research (is) provided by the U.S. National Institutes for Health.,0
38757, A photo shows Asian beetles embedded in a dog’s mouth and warns of the potential dangers of dogs eating Japanese beetles. ,0
38533, A report that two Muslim men assaulted a Denny’s waitress because she served pork during Ramadan has gone viral. ,1
10031,“Heart disease potential breakthrough”,1
489,"Samoa extends measles state of emergency, NZ to fund Pacific vaccination campaign.",0
9669,How a balloon can help you lose weight,1
7505,White House unveils $2.5B emergency coronavirus plan.,0
11331,Breast cancer drug may slow lung cancer’s march,1
34258,"A young couple unable to conceive a child visited a fertility doctor, who discovered that they were engaging solely in anal sex.",3
33528,Home remedies to repel mosquitoes are effective ways to defend yourself from West Nile Virus.,1
10662,Studies: 1 dose of swine flu vaccine works,2
31001,High diabetes rates among African-Americans are caused by a genocidal government plot to ship weaponized radioactive milk to black communities.,1
29615,The film The Texas Chainsaw Massacre was based on a true story.,1
21791,"Barack Obama Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama, the country experienced significant job growth.",2
21639,[T]his breed (of pit bulls) is most often associated with aggressive behavior.,0
37484,"""White House Advisor Kellyanne Conway said """"this isn't COVID-1, folks"""" during a Fox News appearance.""",0
3876,Medicaid expansion has saved Montana $30 million.,0
9385,"Boomers are going bionic, and they want joint replacements to let them do it all",2
5838,Phoenix-area officials record 5 baby deaths from syphilis.,0
5456,Michigan health chief fights to undo manslaughter charges.,0
1342,Scientists urge UK to fortify flour with folic acid to limit birth defects.,0
31158,A waste company will be offering curbside dead body pickup service to offset “TrumpCare.,1
24569,President Obama . . . wants to mandate circumcision.,1
713,Neurotoxin may have caused diplomats’ illness in Cuba: study.,0
7298,Planned Parenthood Florida gives transgender hormone therapy.,0
27754,Feminine hygiene products are subject to sales tax in most states.,0
2680,Study finds welfare cuts can cost lives.,0
22876,The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.,1
26019,Video of man using an air-quality monitor proves that people are “not getting enough oxygen” while wearing masks,1
32289,"A woman who appeared in New York after Hillary Clinton left a 9/11 memorial service for medical reasons was body double Teresa Barnwell, not Clinton herself.",1
3975,Horse racing canceled in Britain over flu outbreak.,0
9463,What to know about the new affordable at-home BRCA genetic mutation test,2
9451,Breast Cancer Screenings Still Best for Early Detection,1
2877,China doctor gets suspended death sentence for trafficking newborn babies.,0
2426,Diabetes battle 'being lost' as cases hit record 382 million.,0
1945,"Weight Watchers works, scientific study finds.",0
3784,Can Washington deliver on drug costs amid impeachment probe?.,0
10947,"Could an Inexpensive, Underused Drug Reduce Blood Loss During Surgery? Study finds tranexamic acid reduces the need for blood transfusions during joint replacement procedures.",0
395,Pfizer Japan recalls high blood pressure drug over cancer-causing impurity.,0
28863,Car headrests were deliberately designed to be removed so that they can be used to smash windows during emergencies. ,2
7987,"Diabetes, lung and heart disease common in U.S. coronavirus patients: CDC.",0
3169,India’s capital restricts cars as people choke in dirty air.,0
10695,"New Study Shows Balloon in a Capsule Helps Patients Lose Nearly Twice as Much Weight Than Diet, Exercise and Lifestyle Therapy Alone",1
26566,"""Facebook post Says Ron Johnson said Americans should go back to work, because """"death is an unavoidable part of life.""",2
19348,Barack Hussein Obama will .. force Christian organizations to pay for abortions.,1
3735,Hong Kong to add mystery illness to reportable diseases.,0
39698, A first-hand story of a person         (some version say it was a woman) who was told by the doctor to use a         copper penny next time she got stung by a bee.  She tried it a         couple of times on both herself and a visiting friend and putting the         penny reduced the pain and swelling.       ,3
29567,"""Drinking wine before bed """"officially makes you skinny.""",1
5860,Health department urges syphilis testing for pregnant women.,0
6253,State offers grants for specialized court programs.,0
27277,"In 1965 a 'grossly obese' man survived without eating for one year and 17 days, living entirely off his body fat and supplemental vitamins.",0
29949,"""A video shows a man vaporized instantly from electrocution and/or exposure to hydrofluoric or “sulfuric hydrofluoric"""" acid.""",1
3799,Trump plan would channel prescription discounts to patients.,0
11615,New Pill Found to Cut Weight With Few Side Effects: Study,0
5650,Anti-mosquito spraying planned in Rhode Island.,0
24296,"""Debra Medina Says a prank phone call caused """"400 children to be taken from their parents... without warrant.""",2
27535,Plastic soda bottles left in unsuspecting residents' yards may be bottle bombs.,0
33687,"Drug users are disposing of their used needles by putting them into the coin return slots of public telephones, thereby infecting unsuspecting victims with hepatitis and HIV.",1
18039,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",0
28533,"We investigated a number of hoaxes, rumors, and conspiracy theories associated with a mass shooting on the Las Vegas strip on 1 October 2017.",2
8784,Gilead wins OK to promote drug for hepatitis B.,0
23045,Livable Damascus Says Steve Spinnett has court judgments against him for trespass and harassment.,2
35045,"""Rush Limbaugh once said, """"It has not been proven that nicotine is addictive.""",0
2432,Fitness experts extol machine-less workout.,0
38139, Las Vegas shooting survivor Kymberley Suchomel was found dead at her home after emerging as an important witness who could identify a second shooter. ,1
30023,"A photograph shows a prescription for several stimulants, sedatives, and narcotic painkillers issued to singer Elvis Presley the day before he died.",1
9454,Gene therapy helps boys with 'Lorenzo's Oil' disease,0
8137,New Delhi and scores of Indian districts under lockdown to contain coronavirus spread.,0
27109,Razor blades were found in gas-pump handles in Michigan.,0
2786,U.S. hospitals hit with shortage of intravenous saline.,0
5804,"VA data show veteran suicide highest in US West, rural areas.",0
402,"J&J, plaintiffs 'close' to deal on Pinnacle hip implant lawsuits: lawyer.",0
38339," President Trump plans to cut federal funding for Meals on Wheels, a program providing meals to the elderly, poor and veterans, to save money for his border wall. ",2
9103,CHEO researchers identify practices leading to safer outcomes in procedural sedation for children,2
919,First Ebola patient in eastern Congo's main city dies.,0
6688,Surgeon General: Federal drug classification needs changes.,0
26594,We've done more tests in eight days than South Korea has done in eight weeks.,1
36457,"""Comedian Dave Chappelle said, """"If you stopped listening to Michael Jackson because of an HBO documentary, I have some bad news for you about the Catholic Church.""",3
2060,"Hispanics in U.S. outlive whites, blacks: report.",0
10014,Stroke study puts 2 procedures on equal footing,2
24322,U.S. Sen. Kay Bailey Hutchison “has voted nine separate times to raise the national debt ceiling.”,0
26693,"“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”",1
37608,Twenty states now revoke driver's licenses for people who have not paid back their student loans.,1
37479,"""In November 2009, Donald Trump tweeted: """"Obama's handling of this whole pandemic has been terrible! As President, ALL responsibility becomes yours during a crisis like this, whether or not you're entirely to blame. John McCain, and for that matter myself, would never let thousands of Americans die from a pandemic while in office.""",1
9604,FDA approves first dissolving stent for US patients,0
3593,Georgia woman fatally bit by rattlesnake while gardening.,0
26338,Georgia Gov. Brian Kemp “mandates restaurants reopen”,1
9158,"Allergan Granted Marketing Authorization by the FDA for TrueTear™, the First Intranasal Neurostimulating Device Proven to Temporarily Increase Tear Production",1
7620,Court: Posting patient’s photo on social media not illegal.,0
2842,"South Korea to cull more than 20,000 ducks after report of possible bird flu.",0
32180,The flu shot is dangerous and full of risks the pharmaceutical companies don't want you to know about.,1
8659,Spain overtakes China in coronavirus infections.,0
9179,FDA approves first treatment for frequent urination at night due to overproduction of urine,2
21030,"At a minimum, 40 percent of those who view child pornography end up molesting children as a result.",1
9528,How optimism may help you live longer,2
10204,"Erbitux Cancer Drug Is Cleared For Use On Head, Neck Tumors",2
5702,Plutonium found in Colorado soil; 2nd test shows lower level.,0
6561,Residents say tests find toxic chemicals after plant fire.,0
7380,Montenegro: Dozens detained in clashes over priests’ arrests.,0
27948,A fatal wave of molasses swept through Boston in January 1919.,0
10073,'Holy grail of cancer research': doctors positive about early detection blood test,1
8284,"Despite horror stories, California cruise passengers won't let coronavirus spoil their fun.",0
7316,"The shunned: People from virus-hit city tracked, quarantined.",0
11137,Women’s weight-loss surgery may help kids,2
8993,Mangoes helped improve cardiovascular and gut health in women,1
27606,Wheaties cereal sticks to magnets because it has metal flakes.,0
6629,Oregon imposes temporary ban on some vaping products.,0
13369,"""You would receive a citation for taking a dildo to class"""" at the University of Texas.""",2
36438,"""On March 18 2019, """"Muslims marched into a college in Nigeria, separated out the Christian students and killed them. 70 dead.""",3
8417,"Portugal extends coronavirus lockdown, promises masks and hand gel.",0
17830,On responding to chemical weapon use in Syria,2
8330,U.S. to seize exports of masks and gloves amid coronavirus crisis.,0
34244,The sentences handed down in two May 2018 criminal cases were widely disparate due to racial differences in the defendants.,3
3844,Jury deliberating in Utah case involving major opioid ring.,0
11221,Cannabidiol Reduces Symptoms of Psychosis,1
33017,"""An association of pediatricians """"admitted"""" that HPV vaccine Gardasil causes ovarian """"failure"""" or cancer.""",1
2214,Canada police probing 'possible policy breaches' at National Microbiology Lab.,0
2437,Scientists win Nobel for mapping body's 'cell traffic' system.,0
4630,US heads to court to build Trump border wall in Texas.,0
37117,  Accusations that President             Bush lied to the American people about whether there were weapons of             mass destruction in Iraq are counterbalanced by quotes from             prominent Democrats about Saddam Hussein and weapons in Iraq. Most of these statements were during the debate over whether to use             force against Iraq.  ,0
28551,The Red Cross blocked the distribution of 400 hamburgers to Harvey evacuees in Texas.,2
9078,Promising New Leprosy Vaccine Moves Into Human Trials,2
20448,"""Rod Monroe Says """"the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.""",1
939,"Mental health issues in Hong Kong surging amid tumultuous protests, experts say.",0
33716,A lawsuit brought by an injured fan revealed that an umpire blew an important call in a 1908 baseball game.,1
9860,Fish Oil Linked to Lower Breast Cancer Risk,0
4689,"Colorado state Sen. Court to resign, cites health issues.",0
15446,"We have at least 200,000 to 300,000 hate crimes in a given year.",0
35095,A map from Johns Hopkins University that shows the spread of COVID-19 contains malware. ,2
9792,Experimental Drug Shows Promise Against Type 2 Diabetes,0
27923,A rise in automobile accidents occurs in the aftermath of the Super Bowl.,0
7935,Not a square to spare: Australian shops ration toilet paper amid coronavirus panic.,0
30633,The FDA has ruled that homeopathic drugs are now illegal.,1
8874,Group to Test Merck AIDS Drug in Gel.,0
9523,Melanoma survivors' friends can help spot new moles,0
33980,"In September 2019, U.S. President Donald Trump signed into law a bill that provides $1.8 billion in funding for autism research and services.",0
11386,Deaths Halt Part of Diabetes Study,0
8857,Roche's Xenical helps lower blood pressure: study.,0
4793,Mets GM Sandy Alderson steps down after cancer returns.,0
9047,Cancer targeted with reusable 'stinging nettle' treatment,1
35092,The 2020 U.S. presidential election could be postponed if the coronavirus pandemic threatens to keep people from voting.,2
31316,"Three Florida men were arrested for eating human flesh, a practice they claimed cures depression and diabetes.",1
10241,"Choir singing boosts immune system activity in cancer patients and carers, study shows",2
10454,New Colon Cancer Screening Test in the Works,2
35271,News reports used photographs taken in a different time or place to illustrate articles about the opening of Jacksonville beaches in April 2020.,1
11319,Can lasers help you stop smoking? Check the data,0
34266,'Clubbed' or curved fingernails are indicators of a serious underlying health issue.,3
16289,"""Blocking travel from countries with Ebola should be possible because President Barack Obama """"has sealed off Israel in the past.""",1
29794,A form of tuberculosis dubbed “Mexican blood flu” is being brought into the U.S. by immigrants crossing the Southern border.,1
23257,"""Erik Wallin Says Peter Kilmartin voted """"in favor of expanding the 'good behavior' statute to sex offenders.""",1
38428," A viral report alleges that Summer Zervos, an “Apprentice” contestant who came forward with sexual assault allegations against Donald Trump, was paid $500,000 by Gloria Allred to fake the story. ",3
10589,“Mind-body” therapy shows promise for fibromyalgia,0
9499,Here's What You Need To Know About The Female Condom,0
16644,What (the Obama administration is) going to come out with in the next several months is you're not even going to be able to burn coal very limitedly in the existing plants.,1
9315,Reuters: Merck drug Keytruda succeeds in late-stage esophageal cancer trial,1
2455,U.S. scientist operates colleague's brain from across campus.,0
7946,"Doctors, and insurers too, urge patients to get medicine on hand.",0
16529,"""Ending Spending Action Fund Says Sen. Jeanne Shaheen’s """"wealth has surged while in public office.""",1
1321,Breast cancer screening failure may have shortened 270 lives in England.,0
28870,"As Secretary of State, Hillary Clinton artificially depressed Haiti's minimum wage; that action was part of a larger plan by the Clinton Foundation to profit from the country.",2
26435,"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",0
26661,"Instagram posts Says Donald Trump “cut funding to the CDC,” “fired the Pandemic Response Team,” “refused WHO tests” and “wasted two weeks calling this outbreak a ‘Democrat hoax.’”",1
16774,Mark Sickles Says 70 percent of Virginia’s Medicaid cost is for seniors in nursing homes.,1
9110,Resistance training may slow down the progression of multiple sclerosis,2
10280,Health Buzz: Common Painkiller Fights Cancer; Diclofenac could be the next cancer treatment.,1
7610,Opioid overdose deaths surge in Tennessee’s largest county.,0
36829, Hillary Clinton is quoted as saying “I will get the NRA shut down for good if I become president. If we can ban handguns we will do it” in an interview with the Des Moines Register in August 2015. ,1
16689,I'm not a conspiracy theorist and I never allow conspiracy theorists on my program.,1
10425,Heart failure drug eases symptoms,0
22774,"""Following the 2009 session,"""" Texas House Speaker Joe Straus """"was acknowledged and ‘thanked’ for his ‘tireless efforts’ by Planned Parenthood, the nation’s premier abortion provider.""",0
27582,The United States is deporting military veterans.,0
28983,The FDA admitted in 2015 that 70% of chickens sold for food in the U.S. contain cancer-causing arsenic.,2
30875,"""The Department of Defense has planned communications drills to coincide with """"antifa protests"""" on 4 November 2017.""",1
28284,"""Washington state Sen. Maureen Walsh said nurses """"play cards for a considerable amount of the day."""" """,2
41038,Drinking warm water is effective for all viruses. Try not to drink liquids with ice.,3
11211,The importance of folic acid,2
3888,Program to bring mental health resources to Detroit schools.,0
10182,Key health websites blindfold consumers on tobacco product risks,1
13633,On the Trans-Pacific Partnership.,1
33167, The Rumblr mobile app enables users to find locals with whom they may arrange street fights.,1
30447,Maine's House Democrats voted to allow female genital mutilation.,1
41010,Scientists in Israel are likely to announce the development of a coronavirus vaccine.,0
9028,Why the latest shingles vaccine is more than 90 percent effective,2
16656,There has never been an alderman who has defeated an incumbent mayor in the history of this great city.,0
26259,"“If you have had a flu shot in the last 3-5 years, you will probably test positive” for COVID-19.",1
33083,A study proved you're thousands of times more likely to be killed by a doctor than a gun in the United States.,1
9330,"Antidepressants, psychotherapy may help ease irritable bowel syndrome",2
13516,My opponent has no child care plan.,1
11334,"Newer lung-cancer scans may save lives, a study suggests",2
31057,A 25-year-old woman was drugged and nearly abducted by sex traffickers in the bathroom of a Shelby Township Meijer in August 2017.,1
10538,Study links MRI breast cancer detection to rise in mastectomies,1
8032,Ireland may ease coronavirus restrictions from mid-April.,0
9236,Prostate drug offers new relief for kidney stone suffers,2
36590,"""The word """"bar"""" is an acronym for """"beer and alcohol room.""",1
6399,"Heavy smog, worsened by weather, raises alarm across Asia.",0
2144,"For women, battle of bulge just got tougher.",0
33814,Ordinary use of canola oil is dangerous to consumers.,1
9262,Novel Test Distinguishes Atypical Moles From Melanoma,2
3739,Wyoming health agency reviews Park County pneumonia cases.,0
1690,India builds first 'smart' city as urban population swells.,0
40468," Various warnings about the USA, Canada and Mexico losing their sovereignty, merging into a North American Union and switching to a single currency known as the Amero.   A video by Hal Turner claims that these are already in use in trade agreements with China. ",1
5888,Indiana to get more baby boxes for abandoned newborns.,0
27847,"German and British front-line soldiers sang carols, exchanged gifts, and played soccer during a World War I Christmas truce.",0
33710,"The word 'fuck' derives from an acronymic phrase, either 'For Unlawful Carnal Knowledge' or 'Fornication Under Consent of the King.'",1
11333,"In Early Test, New Hepatitis C Drug Shows Promise",1
3702,Health program offers free HIV prevention drug to uninsured.,0
35157,"""U.S. Sen. Lindsey Graham said, """"President Trump probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.""",1
9770,Organ-On-Chip Could Revolutionize Drug Testing,2
31237,A nude sunbather was injured when a predatory bird ripped away one of his testicles.,1
1861,"""Ammonia used in many foods, not just """"pink slime"""".""",0
3721,Failing ice cellars signal changes in Alaska whaling towns.,0
34360,Bill Clinton was expelled from Oxford University for raping a British classmate named Eileen Wellstone.,3
10702,"In melanoma patients, immune therapy may boost survival",0
30276,"""A photograph shows a """"cow crusher,"""" a device designed to literally crush cows.""",1
16935,"Jim Rubens Says when armed civilians stop mass shootings with guns, an average of 2.5 people die; otherwise, an average of 18 people die.",1
16912,"""FIFA """"pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.""",0
3450,"Notre Dame: Lead fears prompt new cleanup rules, equipment.",0
28304,Jacob Walter Anderson repeatedly raped a young woman but received only a $400 fine and deferred probation as punishment.,2
9065,"Devenish Announces World's First Naturally Enriched Omega-3 Chicken and Eggs With Proven Health Claims - Likely to Reduce Risk of Heart Attack, Stroke, Dementia and Depression",1
26575,“We inherited a broken test” for COVID-19.,1
14027,There are tens of thousands of homes right here in California where you turn on the faucet but you can't drink the water.,2
9044,Prebiotics in infant formula could improve learning and memory and alter brain chemistry.,1
7593,Illinois students creating video games for social good.,0
39966, This is a forwarded email   about onions.   It says that during a 1919 influenza scare   farmers would cut onions and place them on plates to  ward off   infection.   It also warns about leftover onions and how they   can be poisonous to dogs.      ,3
16854,NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.,1
8004,Romania places eastern city of Suceava under quarantine.,0
21527,The United States death rate is two-and-a-half times higher for those who do not have a high school education.,0
32665,Hillary Clinton's campaign created a #ManEnough4Hillary ad featuring a male model also associated with a syphilis PSA.,1
36905," Dolly Kyle makes accusations about Hillary Clinton in her book, “Hillary the Other Woman.” ",1
31483,"Mia Khalifa was diagnosed with human immunodeficiency virus, or HIV.",1
34590,Waverly Labs' 'Pilot' earpiece can translate spoken language in real time.,3
5033,New Delhi zoo closed temporarily after birds die of bird flu.,0
10922,The Healthy Skeptic: Seeing through skin supplements’ claims,0
7923,Italy in coronavirus lockdown as deaths soar and economy fades.,0
10894,New Device Gives Hope To Paralyzed,1
25565,Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food.,2
33333,Psychopaths can be identified by the answer they give to a one-question test.,1
9958,Small study suggests electrical stimulation of the brain can ease migraine pain,1
5444,Chinese official: Pig fever outbreak ‘complicated and grim’.,0
